site,cutoff,method,config_a,config_b,pairs,nmi,ari,mean_iou,left_n,right_n,left_coverage,right_coverage
hill,0.7,greedy,endpoint_corridor_0.025,opsda_cui2015_1h_0.025,0,,,,7740,3665,0.0,0.0
hill,0.7,maximum_iou,endpoint_corridor_0.025,opsda_cui2015_1h_0.025,0,,,,7740,3665,0.0,0.0
hill,0.3,greedy,endpoint_corridor_0.025,opsda_cui2015_2h_0.025,3752,0.5879098953043895,0.6580152287901274,0.49982675906183377,7740,6774,0.4847545219638243,0.5538824918807204
hill,0.3,maximum_iou,endpoint_corridor_0.025,opsda_cui2015_2h_0.025,3752,0.5628247073552346,0.6418102900518254,0.49982675906183377,7740,6774,0.4847545219638243,0.5538824918807204
hill,0.5,greedy,endpoint_corridor_0.025,opsda_cui2015_2h_0.025,3275,0.5976948651328383,0.6728067088169671,0.523913486005089,7740,6774,0.4231266149870801,0.4834661942722173
hill,0.5,maximum_iou,endpoint_corridor_0.025,opsda_cui2015_2h_0.025,3275,0.5727917190145492,0.6563723323217266,0.523913486005089,7740,6774,0.4231266149870801,0.4834661942722173
hill,0.7,greedy,endpoint_corridor_0.025,opsda_cui2015_2h_0.025,43,0.815311891074279,0.864815637272759,0.75,7740,6774,0.005555555555555556,0.0063478004133451435
hill,0.7,maximum_iou,endpoint_corridor_0.025,opsda_cui2015_2h_0.025,43,0.815311891074279,0.864815637272759,0.75,7740,6774,0.005555555555555556,0.0063478004133451435
hill,0.3,greedy,endpoint_corridor_0.025,opsda_cui2015_4h_0.025,3924,0.5570166676824789,0.6389295653281708,0.49053019270909176,7740,9953,0.5069767441860465,0.39425298904852807
hill,0.3,maximum_iou,endpoint_corridor_0.025,opsda_cui2015_4h_0.025,3940,0.5323088954901299,0.6211298044987739,0.4888669325598259,7740,9953,0.5090439276485789,0.3958605445594293
hill,0.5,greedy,endpoint_corridor_0.025,opsda_cui2015_4h_0.025,3167,0.5930358398154212,0.667745980752247,0.5230020900055633,7740,9953,0.40917312661498706,0.3181955189390134
hill,0.5,maximum_iou,endpoint_corridor_0.025,opsda_cui2015_4h_0.025,3167,0.565710292553686,0.6500388274914798,0.5230020900055633,7740,9953,0.40917312661498706,0.3181955189390134
hill,0.7,greedy,endpoint_corridor_0.025,opsda_cui2015_4h_0.025,42,0.8136373186478765,0.8652015919709293,0.7541950113378686,7740,9953,0.005426356589147287,0.004219833216115744
