site,turbine,minutes,horizon_h,clock,grid_rows,usable_rows,eligible_anchors,positive_anchors,median_abs_change
yandun,1,15,1,native_grid,17725,7513,6834,1235,0.06052333333333334
yandun,1,15,1,common_hourly_clock,17725,7513,1711,296,0.05789999999999999
yandun,1,15,4,native_grid,17725,7513,5646,1848,0.118
yandun,1,15,4,common_hourly_clock,17725,7513,1417,445,0.11462000000000001
yandun,1,30,1,native_grid,8863,3682,3373,570,0.057666666666666665
yandun,1,30,1,common_hourly_clock,8863,3682,1692,281,0.05466666666666667
yandun,1,30,4,native_grid,8863,3682,2797,883,0.11399999999999999
yandun,1,30,4,common_hourly_clock,8863,3682,1407,434,0.11236333333333329
yandun,1,60,1,native_grid,4432,1756,1630,242,0.05358333333333333
yandun,1,60,1,common_hourly_clock,4432,1756,1630,242,0.05358333333333333
yandun,1,60,4,native_grid,4432,1756,1360,443,0.1093333333333334
yandun,1,60,4,common_hourly_clock,4432,1756,1360,443,0.1093333333333334
yandun,2,15,1,native_grid,17725,6856,6270,1123,0.057450000000000015
yandun,2,15,1,common_hourly_clock,17725,6856,1570,285,0.05538
yandun,2,15,4,native_grid,17725,6856,5185,1690,0.11133333333333333
yandun,2,15,4,common_hourly_clock,17725,6856,1299,427,0.11
yandun,2,30,1,native_grid,8863,3359,3095,502,0.055
yandun,2,30,1,common_hourly_clock,8863,3359,1553,256,0.05582000000000001
yandun,2,30,4,native_grid,8863,3359,2566,828,0.11000000000000001
yandun,2,30,4,common_hourly_clock,8863,3359,1287,426,0.11266666666666666
yandun,2,60,1,native_grid,4432,1609,1497,208,0.052
yandun,2,60,1,common_hourly_clock,4432,1609,1497,208,0.052
yandun,2,60,4,native_grid,4432,1609,1248,401,0.10841666666666668
yandun,2,60,4,common_hourly_clock,4432,1609,1248,401,0.10841666666666668
yandun,3,15,1,native_grid,17725,6973,6425,1114,0.05753333333333334
yandun,3,15,1,common_hourly_clock,17725,6973,1609,284,0.057160000000000016
yandun,3,15,4,native_grid,17725,6973,5336,1653,0.10466666666666667
yandun,3,15,4,common_hourly_clock,17725,6973,1334,396,0.10500000000000001
yandun,3,30,1,native_grid,8863,3428,3172,527,0.05556999999999995
yandun,3,30,1,common_hourly_clock,8863,3428,1594,252,0.057296666666666655
yandun,3,30,4,native_grid,8863,3428,2642,804,0.10531499999999999
yandun,3,30,4,common_hourly_clock,8863,3428,1324,393,0.10833333333333335
yandun,3,60,1,native_grid,4432,1646,1530,214,0.04916666666666666
yandun,3,60,1,common_hourly_clock,4432,1646,1530,214,0.04916666666666666
yandun,3,60,4,native_grid,4432,1646,1286,382,0.10416666666666669
yandun,3,60,4,common_hourly_clock,4432,1646,1286,382,0.10416666666666669
yandun,4,15,1,native_grid,17725,7128,6520,1041,0.0499
yandun,4,15,1,common_hourly_clock,17725,7128,1634,269,0.05309333333333333
yandun,4,15,4,native_grid,17725,7128,5413,1697,0.10666666666666667
yandun,4,15,4,common_hourly_clock,17725,7128,1355,423,0.11333333333333333
yandun,4,30,1,native_grid,8863,3495,3223,488,0.04933333333333334
yandun,4,30,1,common_hourly_clock,8863,3495,1619,254,0.05137333333333334
yandun,4,30,4,native_grid,8863,3495,2681,817,0.10433333333333333
yandun,4,30,4,common_hourly_clock,8863,3495,1344,409,0.10650000000000001
yandun,4,60,1,native_grid,4432,1670,1558,197,0.0476775
yandun,4,60,1,common_hourly_clock,4432,1670,1558,197,0.0476775
yandun,4,60,4,native_grid,4432,1670,1304,384,0.1
yandun,4,60,4,common_hourly_clock,4432,1670,1304,384,0.1
yandun,5,15,1,native_grid,17725,7023,6422,1068,0.055349999999999996
yandun,5,15,1,common_hourly_clock,17725,7023,1604,276,0.05726666666666667
yandun,5,15,4,native_grid,17725,7023,5331,1617,0.10705999999999999
yandun,5,15,4,common_hourly_clock,17725,7023,1334,388,0.11
yandun,5,30,1,native_grid,8863,3455,3173,493,0.054
yandun,5,30,1,common_hourly_clock,8863,3455,1589,250,0.054423333333333324
yandun,5,30,4,native_grid,8863,3455,2644,796,0.10866666666666666
yandun,5,30,4,common_hourly_clock,8863,3455,1324,388,0.10479333333333334
yandun,5,60,1,native_grid,4432,1639,1524,208,0.04974833333333335
yandun,5,60,1,common_hourly_clock,4432,1639,1524,208,0.04974833333333335
yandun,5,60,4,native_grid,4432,1639,1280,371,0.09966583333333334
yandun,5,60,4,common_hourly_clock,4432,1639,1280,371,0.09966583333333334
yandun,6,15,1,native_grid,17725,7392,6620,1134,0.05933333333333335
yandun,6,15,1,common_hourly_clock,17725,7392,1664,271,0.059773333333333345
yandun,6,15,4,native_grid,17725,7392,5418,1691,0.11399999999999999
yandun,6,15,4,common_hourly_clock,17725,7392,1361,418,0.11159333333333332
yandun,6,30,1,native_grid,8863,3594,3259,539,0.05720666666666663
yandun,6,30,1,common_hourly_clock,8863,3594,1634,270,0.05567666666666668
yandun,6,30,4,native_grid,8863,3594,2680,837,0.11148833333333333
yandun,6,30,4,common_hourly_clock,8863,3594,1343,426,0.11233333333333334
yandun,6,60,1,native_grid,4432,1709,1575,225,0.051
yandun,6,60,1,common_hourly_clock,4432,1709,1575,225,0.051
yandun,6,60,4,native_grid,4432,1709,1307,376,0.10950000000000001
yandun,6,60,4,common_hourly_clock,4432,1709,1307,376,0.10950000000000001
yandun,7,15,1,native_grid,17725,7336,6689,1073,0.05266666666666668
yandun,7,15,1,common_hourly_clock,17725,7336,1668,275,0.05533333333333333
yandun,7,15,4,native_grid,17725,7336,5524,1618,0.09933333333333333
yandun,7,15,4,common_hourly_clock,17725,7336,1377,377,0.09702666666666666
yandun,7,30,1,native_grid,8863,3594,3300,497,0.04991333333333334
yandun,7,30,1,common_hourly_clock,8863,3594,1649,254,0.05024333333333335
yandun,7,30,4,native_grid,8863,3594,2731,793,0.09645333333333336
yandun,7,30,4,common_hourly_clock,8863,3594,1365,394,0.09566666666666668
yandun,7,60,1,native_grid,4432,1714,1590,205,0.04250083333333333
yandun,7,60,1,common_hourly_clock,4432,1714,1590,205,0.04250083333333333
yandun,7,60,4,native_grid,4432,1714,1325,390,0.09566666666666666
yandun,7,60,4,common_hourly_clock,4432,1714,1325,390,0.09566666666666666
yandun,8,15,1,native_grid,17629,7181,6625,1228,0.05657333333333334
yandun,8,15,1,common_hourly_clock,17629,7181,1664,297,0.0591
yandun,8,15,4,native_grid,17629,7181,5510,1803,0.11097333333333333
yandun,8,15,4,common_hourly_clock,17629,7181,1384,441,0.10933333333333334
yandun,8,30,1,native_grid,8815,3529,3274,564,0.05533333333333334
yandun,8,30,1,common_hourly_clock,8815,3529,1639,275,0.05338999999999999
yandun,8,30,4,native_grid,8815,3529,2726,892,0.10724666666666667
yandun,8,30,4,common_hourly_clock,8815,3529,1366,443,0.10766666666666666
yandun,8,60,1,native_grid,4408,1698,1589,237,0.04983333333333334
yandun,8,60,1,common_hourly_clock,4408,1698,1589,237,0.04983333333333334
yandun,8,60,4,native_grid,4408,1698,1329,423,0.10508
yandun,8,60,4,common_hourly_clock,4408,1698,1329,423,0.10508
yandun,9,15,1,native_grid,17629,7038,6507,1002,0.051673333333333335
yandun,9,15,1,common_hourly_clock,17629,7038,1624,258,0.05403333333333333
yandun,9,15,4,native_grid,17629,7038,5381,1512,0.09984000000000003
yandun,9,15,4,common_hourly_clock,17629,7038,1347,363,0.09733333333333333
yandun,9,30,1,native_grid,8815,3460,3206,467,0.047790000000000006
yandun,9,30,1,common_hourly_clock,8815,3460,1604,240,0.049666666666666665
yandun,9,30,4,native_grid,8815,3460,2656,723,0.09933333333333333
yandun,9,30,4,common_hourly_clock,8815,3460,1332,368,0.10016666666666668
yandun,9,60,1,native_grid,4408,1663,1549,199,0.04350000000000001
yandun,9,60,1,common_hourly_clock,4408,1663,1549,199,0.04350000000000001
yandun,9,60,4,native_grid,4408,1663,1293,335,0.09116666666666666
yandun,9,60,4,common_hourly_clock,4408,1663,1293,335,0.09116666666666666
yandun,10,15,1,native_grid,17629,7408,6733,1122,0.05450666666666666
yandun,10,15,1,common_hourly_clock,17629,7408,1685,288,0.05274000000000001
yandun,10,15,4,native_grid,17629,7408,5567,1805,0.11336666666666666
yandun,10,15,4,common_hourly_clock,17629,7408,1390,453,0.11120666666666668
yandun,10,30,1,native_grid,8815,3617,3318,512,0.05089333333333333
yandun,10,30,1,common_hourly_clock,8815,3617,1664,255,0.04850499999999999
yandun,10,30,4,native_grid,8815,3617,2750,863,0.11233333333333331
yandun,10,30,4,common_hourly_clock,8815,3617,1374,435,0.112
yandun,10,60,1,native_grid,4408,1732,1604,217,0.04637499999999997
yandun,10,60,1,common_hourly_clock,4408,1732,1604,217,0.04637499999999997
yandun,10,60,4,native_grid,4408,1732,1340,404,0.10958333333333334
yandun,10,60,4,common_hourly_clock,4408,1732,1340,404,0.10958333333333334
yandun,11,15,1,native_grid,17629,7122,6605,1182,0.059993333333333336
yandun,11,15,1,common_hourly_clock,17629,7122,1653,303,0.05817333333333333
yandun,11,15,4,native_grid,17629,7122,5525,1823,0.11634000000000001
yandun,11,15,4,common_hourly_clock,17629,7122,1384,459,0.12139666666666668
yandun,11,30,1,native_grid,8815,3504,3263,547,0.05557666666666661
yandun,11,30,1,common_hourly_clock,8815,3504,1638,277,0.05450000000000001
yandun,11,30,4,native_grid,8815,3504,2734,875,0.11438499999999999
yandun,11,30,4,common_hourly_clock,8815,3504,1373,438,0.11433333333333333
yandun,11,60,1,native_grid,4408,1694,1591,221,0.05083333333333333
yandun,11,60,1,common_hourly_clock,4408,1694,1591,221,0.05083333333333333
yandun,11,60,4,native_grid,4408,1694,1336,423,0.10866666666666666
yandun,11,60,4,common_hourly_clock,4408,1694,1336,423,0.10866666666666666
yandun,12,15,1,native_grid,17629,7297,6672,1179,0.06155333333333331
yandun,12,15,1,common_hourly_clock,17629,7297,1671,301,0.06266666666666668
yandun,12,15,4,native_grid,17629,7297,5547,1778,0.11466666666666667
yandun,12,15,4,common_hourly_clock,17629,7297,1391,464,0.11733333333333333
yandun,12,30,1,native_grid,8815,3569,3295,549,0.05798666666666667
yandun,12,30,1,common_hourly_clock,8815,3569,1654,274,0.05807166666666669
yandun,12,30,4,native_grid,8815,3569,2745,861,0.11512666666666668
yandun,12,30,4,common_hourly_clock,8815,3569,1378,443,0.1165
yandun,12,60,1,native_grid,4408,1710,1594,228,0.05390916666666666
yandun,12,60,1,common_hourly_clock,4408,1710,1594,228,0.05390916666666666
yandun,12,60,4,native_grid,4408,1710,1339,416,0.11266666666666664
yandun,12,60,4,common_hourly_clock,4408,1710,1339,416,0.11266666666666664
yandun,13,15,1,native_grid,17629,7504,6844,1112,0.05333333333333334
yandun,13,15,1,common_hourly_clock,17629,7504,1706,277,0.054
yandun,13,15,4,native_grid,17629,7504,5633,1647,0.10266666666666667
yandun,13,15,4,common_hourly_clock,17629,7504,1407,421,0.104
yandun,13,30,1,native_grid,8815,3678,3384,512,0.051801666666666676
yandun,13,30,1,common_hourly_clock,8815,3678,1688,258,0.052355000000000006
yandun,13,30,4,native_grid,8815,3678,2792,792,0.09933333333333333
yandun,13,30,4,common_hourly_clock,8815,3678,1393,394,0.10066666666666667
yandun,13,60,1,native_grid,4408,1761,1638,212,0.04508333333333333
yandun,13,60,1,common_hourly_clock,4408,1761,1638,212,0.04508333333333333
yandun,13,60,4,native_grid,4408,1761,1361,374,0.09933333333333333
yandun,13,60,4,common_hourly_clock,4408,1761,1361,374,0.09933333333333333
yandun,14,15,1,native_grid,17629,7288,6601,1178,0.05733333333333333
yandun,14,15,1,common_hourly_clock,17629,7288,1649,295,0.05763333333333333
yandun,14,15,4,native_grid,17629,7288,5500,1700,0.11257666666666666
yandun,14,15,4,common_hourly_clock,17629,7288,1375,421,0.11133333333333333
yandun,14,30,1,native_grid,8815,3552,3253,536,0.05543333333333339
yandun,14,30,1,common_hourly_clock,8815,3552,1631,263,0.055999999999999994
yandun,14,30,4,native_grid,8815,3552,2721,823,0.11333333333333333
yandun,14,30,4,common_hourly_clock,8815,3552,1362,418,0.11296166666666663
yandun,14,60,1,native_grid,4408,1695,1573,212,0.05205999999999997
yandun,14,60,1,common_hourly_clock,4408,1695,1573,212,0.05205999999999997
yandun,14,60,4,native_grid,4408,1695,1328,396,0.10766666666666666
yandun,14,60,4,common_hourly_clock,4408,1695,1328,396,0.10766666666666666
yandun,15,15,1,native_grid,17629,7230,6650,1214,0.06034
yandun,15,15,1,common_hourly_clock,17629,7230,1663,299,0.061273333333333346
yandun,15,15,4,native_grid,17629,7230,5537,1828,0.11866666666666667
yandun,15,15,4,common_hourly_clock,17629,7230,1385,455,0.11933333333333335
yandun,15,30,1,native_grid,8815,3539,3277,562,0.05740333333333347
yandun,15,30,1,common_hourly_clock,8815,3539,1638,266,0.055455000000000004
yandun,15,30,4,native_grid,8815,3539,2735,891,0.11966666666666667
yandun,15,30,4,common_hourly_clock,8815,3539,1367,448,0.12173333333333333
yandun,15,60,1,native_grid,4408,1705,1589,213,0.052333333333333336
yandun,15,60,1,common_hourly_clock,4408,1705,1589,213,0.052333333333333336
yandun,15,60,4,native_grid,4408,1705,1337,420,0.118
yandun,15,60,4,common_hourly_clock,4408,1705,1337,420,0.118
yandun,16,15,1,native_grid,17629,7053,6497,994,0.05093333333333336
yandun,16,15,1,common_hourly_clock,17629,7053,1629,245,0.04799333333333333
yandun,16,15,4,native_grid,17629,7053,5396,1541,0.10065666666666666
yandun,16,15,4,common_hourly_clock,17629,7053,1352,403,0.10528666666666665
yandun,16,30,1,native_grid,8815,3455,3208,451,0.048985
yandun,16,30,1,common_hourly_clock,8815,3455,1607,225,0.047
yandun,16,30,4,native_grid,8815,3455,2670,734,0.09827666666666666
yandun,16,30,4,common_hourly_clock,8815,3455,1338,371,0.1002
yandun,16,60,1,native_grid,4408,1662,1558,195,0.043083333333333335
yandun,16,60,1,common_hourly_clock,4408,1662,1558,195,0.043083333333333335
yandun,16,60,4,native_grid,4408,1662,1302,346,0.09533333333333334
yandun,16,60,4,common_hourly_clock,4408,1662,1302,346,0.09533333333333334
yandun,17,15,1,native_grid,17629,7339,6702,1133,0.05466666666666667
yandun,17,15,1,common_hourly_clock,17629,7339,1682,290,0.05533333333333332
yandun,17,15,4,native_grid,17629,7339,5578,1785,0.10955333333333334
yandun,17,15,4,common_hourly_clock,17629,7339,1397,443,0.1090000000000001
yandun,17,30,1,native_grid,8815,3589,3308,526,0.05388666666666665
yandun,17,30,1,common_hourly_clock,8815,3589,1660,271,0.054000000000000006
yandun,17,30,4,native_grid,8815,3589,2761,867,0.109
yandun,17,30,4,common_hourly_clock,8815,3589,1380,419,0.10692333333333334
yandun,17,60,1,native_grid,4408,1717,1603,208,0.047343333333333334
yandun,17,60,1,common_hourly_clock,4408,1717,1603,208,0.047343333333333334
yandun,17,60,4,native_grid,4408,1717,1348,409,0.10483333333333333
yandun,17,60,4,common_hourly_clock,4408,1717,1348,409,0.10483333333333333
yandun,18,15,1,native_grid,17629,7425,6720,1156,0.05395
yandun,18,15,1,common_hourly_clock,17629,7425,1677,282,0.054000000000000006
yandun,18,15,4,native_grid,17629,7425,5499,1680,0.11066666666666666
yandun,18,15,4,common_hourly_clock,17629,7425,1373,415,0.108
yandun,18,30,1,native_grid,8815,3635,3318,522,0.052
yandun,18,30,1,common_hourly_clock,8815,3635,1658,254,0.052549999999999986
yandun,18,30,4,native_grid,8815,3635,2726,827,0.10933333333333334
yandun,18,30,4,common_hourly_clock,8815,3635,1363,418,0.10933333333333334
yandun,18,60,1,native_grid,4408,1732,1600,239,0.04806666666666666
yandun,18,60,1,common_hourly_clock,4408,1732,1600,239,0.04806666666666666
yandun,18,60,4,native_grid,4408,1732,1327,385,0.10316666666666667
yandun,18,60,4,common_hourly_clock,4408,1732,1327,385,0.10316666666666667
yandun,19,15,1,native_grid,17629,7155,6557,1028,0.051746666666666635
yandun,19,15,1,common_hourly_clock,17629,7155,1635,261,0.054
yandun,19,15,4,native_grid,17629,7155,5410,1575,0.10333333333333333
yandun,19,15,4,common_hourly_clock,17629,7155,1349,393,0.10066666666666667
yandun,19,30,1,native_grid,8815,3513,3236,488,0.05043333333333333
yandun,19,30,1,common_hourly_clock,8815,3513,1618,232,0.049503333333333344
yandun,19,30,4,native_grid,8815,3513,2677,772,0.10066666666666667
yandun,19,30,4,common_hourly_clock,8815,3513,1340,385,0.10066666666666667
yandun,19,60,1,native_grid,4408,1680,1565,191,0.042499999999999996
yandun,19,60,1,common_hourly_clock,4408,1680,1565,191,0.042499999999999996
yandun,19,60,4,native_grid,4408,1680,1305,375,0.09966666666666667
yandun,19,60,4,common_hourly_clock,4408,1680,1305,375,0.09966666666666667
yandun,20,15,1,native_grid,17629,7402,6785,1174,0.058666666666666666
yandun,20,15,1,common_hourly_clock,17629,7402,1696,284,0.05733333333333333
yandun,20,15,4,native_grid,17629,7402,5604,1803,0.11494666666666668
yandun,20,15,4,common_hourly_clock,17629,7402,1399,443,0.11533333333333333
yandun,20,30,1,native_grid,8815,3635,3354,535,0.055175
yandun,20,30,1,common_hourly_clock,8815,3635,1679,256,0.05453999999999998
yandun,20,30,4,native_grid,8815,3635,2774,870,0.11314833333333335
yandun,20,30,4,common_hourly_clock,8815,3635,1388,439,0.1115
yandun,20,60,1,native_grid,4408,1735,1621,214,0.049166666666666664
yandun,20,60,1,common_hourly_clock,4408,1735,1621,214,0.049166666666666664
yandun,20,60,4,native_grid,4408,1735,1348,402,0.11001416666666666
yandun,20,60,4,common_hourly_clock,4408,1735,1348,402,0.11001416666666666
yandun,21,15,1,native_grid,17629,7323,6718,1182,0.05682333333333334
yandun,21,15,1,common_hourly_clock,17629,7323,1679,294,0.05887333333333335
yandun,21,15,4,native_grid,17629,7323,5593,1771,0.11533333333333333
yandun,21,15,4,common_hourly_clock,17629,7323,1399,440,0.11335333333333342
yandun,21,30,1,native_grid,8815,3590,3320,566,0.05436333333333334
yandun,21,30,1,common_hourly_clock,8815,3590,1660,273,0.054983333333333335
yandun,21,30,4,native_grid,8815,3590,2769,877,0.11257666666666669
yandun,21,30,4,common_hourly_clock,8815,3590,1385,441,0.11066666666666666
yandun,21,60,1,native_grid,4408,1721,1609,199,0.049666666666666665
yandun,21,60,1,common_hourly_clock,4408,1721,1609,199,0.049666666666666665
yandun,21,60,4,native_grid,4408,1721,1348,419,0.11000416666666668
yandun,21,60,4,common_hourly_clock,4408,1721,1348,419,0.11000416666666668
yandun,22,15,1,native_grid,17629,7503,6825,1133,0.057586666666666675
yandun,22,15,1,common_hourly_clock,17629,7503,1706,291,0.05895000000000003
yandun,22,15,4,native_grid,17629,7503,5643,1807,0.11466666666666667
yandun,22,15,4,common_hourly_clock,17629,7503,1410,449,0.11466666666666667
yandun,22,30,1,native_grid,8815,3673,3371,522,0.05533333333333334
yandun,22,30,1,common_hourly_clock,8815,3673,1683,260,0.056096666666666684
yandun,22,30,4,native_grid,8815,3673,2796,883,0.11456666666666668
yandun,22,30,4,common_hourly_clock,8815,3673,1395,442,0.11580333333333331
yandun,22,60,1,native_grid,4408,1755,1628,211,0.05252833333333335
yandun,22,60,1,common_hourly_clock,4408,1755,1628,211,0.05252833333333335
yandun,22,60,4,native_grid,4408,1755,1363,437,0.1151666666666667
yandun,22,60,4,common_hourly_clock,4408,1755,1363,437,0.1151666666666667
yandun,23,15,1,native_grid,17629,7199,6683,1140,0.05699333333333333
yandun,23,15,1,common_hourly_clock,17629,7199,1671,294,0.05943333333333334
yandun,23,15,4,native_grid,17629,7199,5579,1762,0.11066666666666666
yandun,23,15,4,common_hourly_clock,17629,7199,1396,440,0.107
yandun,23,30,1,native_grid,8815,3545,3303,533,0.054
yandun,23,30,1,common_hourly_clock,8815,3545,1655,271,0.052666666666666674
yandun,23,30,4,native_grid,8815,3545,2762,852,0.10733333333333334
yandun,23,30,4,common_hourly_clock,8815,3545,1383,421,0.10693666666666662
yandun,23,60,1,native_grid,4408,1714,1605,228,0.04983333333333334
yandun,23,60,1,common_hourly_clock,4408,1714,1605,228,0.04983333333333334
yandun,23,60,4,native_grid,4408,1714,1348,411,0.10383333333333333
yandun,23,60,4,common_hourly_clock,4408,1714,1348,411,0.10383333333333333
yandun,24,15,1,native_grid,17629,7443,6819,1282,0.060000000000000005
yandun,24,15,1,common_hourly_clock,17629,7443,1705,317,0.06066666666666667
yandun,24,15,4,native_grid,17629,7443,5725,1991,0.11666666666666667
yandun,24,15,4,common_hourly_clock,17629,7443,1429,494,0.11668
yandun,24,30,1,native_grid,8815,3630,3360,598,0.056999999999999995
yandun,24,30,1,common_hourly_clock,8815,3630,1683,296,0.05633333333333333
yandun,24,30,4,native_grid,8815,3630,2831,983,0.11691999999999998
yandun,24,30,4,common_hourly_clock,8815,3630,1416,497,0.118
yandun,24,60,1,native_grid,4408,1742,1627,243,0.053136666666666665
yandun,24,60,1,common_hourly_clock,4408,1742,1627,243,0.053136666666666665
yandun,24,60,4,native_grid,4408,1742,1379,465,0.11805500000000013
yandun,24,60,4,common_hourly_clock,4408,1742,1379,465,0.11805500000000013
yandun,25,15,1,native_grid,17533,7320,6678,1110,0.05466666666666667
yandun,25,15,1,common_hourly_clock,17533,7320,1669,285,0.05677333333333334
yandun,25,15,4,native_grid,17533,7320,5521,1702,0.10739333333333333
yandun,25,15,4,common_hourly_clock,17533,7320,1381,425,0.11066666666666668
yandun,25,30,1,native_grid,8767,3582,3303,514,0.053036666666666676
yandun,25,30,1,common_hourly_clock,8767,3582,1654,258,0.052715
yandun,25,30,4,native_grid,8767,3582,2739,850,0.10766666666666666
yandun,25,30,4,common_hourly_clock,8767,3582,1370,434,0.11083333333333334
yandun,25,60,1,native_grid,4384,1723,1606,215,0.04483333333333334
yandun,25,60,1,common_hourly_clock,4384,1723,1606,215,0.04483333333333334
yandun,25,60,4,native_grid,4384,1723,1341,400,0.1035
yandun,25,60,4,common_hourly_clock,4384,1723,1341,400,0.1035
yandun,26,15,1,native_grid,17533,7238,6624,1035,0.05386999999999999
yandun,26,15,1,common_hourly_clock,17533,7238,1652,260,0.05588333333333334
yandun,26,15,4,native_grid,17533,7238,5483,1608,0.10599999999999998
yandun,26,15,4,common_hourly_clock,17533,7238,1369,415,0.11058
yandun,26,30,1,native_grid,8767,3550,3273,460,0.050666666666666665
yandun,26,30,1,common_hourly_clock,8767,3550,1632,234,0.05166666666666666
yandun,26,30,4,native_grid,8767,3550,2717,782,0.106
yandun,26,30,4,common_hourly_clock,8767,3550,1354,400,0.10933333333333334
yandun,26,60,1,native_grid,4384,1707,1589,198,0.04416666666666667
yandun,26,60,1,common_hourly_clock,4384,1707,1589,198,0.04416666666666667
yandun,26,60,4,native_grid,4384,1707,1331,390,0.101
yandun,26,60,4,common_hourly_clock,4384,1707,1331,390,0.101
yandun,27,15,1,native_grid,17533,7456,6720,1081,0.05286999999999999
yandun,27,15,1,common_hourly_clock,17533,7456,1671,285,0.05329333333333333
yandun,27,15,4,native_grid,17533,7456,5525,1621,0.10481333333333334
yandun,27,15,4,common_hourly_clock,17533,7456,1379,406,0.10436666666666669
yandun,27,30,1,native_grid,8767,3631,3312,482,0.051
yandun,27,30,1,common_hourly_clock,8767,3631,1646,247,0.050833333333333335
yandun,27,30,4,native_grid,8767,3631,2733,791,0.10402
yandun,27,30,4,common_hourly_clock,8767,3631,1364,388,0.10341333333333333
yandun,27,60,1,native_grid,4384,1736,1602,195,0.04764500000000001
yandun,27,60,1,common_hourly_clock,4384,1736,1602,195,0.04764500000000001
yandun,27,60,4,native_grid,4384,1736,1338,384,0.10175000000000001
yandun,27,60,4,common_hourly_clock,4384,1736,1338,384,0.10175000000000001
yandun,28,15,1,native_grid,17533,7361,6640,1025,0.05090333333333335
yandun,28,15,1,common_hourly_clock,17533,7361,1660,277,0.05175666666666667
yandun,28,15,4,native_grid,17533,7361,5511,1534,0.10149333333333335
yandun,28,15,4,common_hourly_clock,17533,7361,1378,404,0.10533333333333333
yandun,28,30,1,native_grid,8767,3582,3275,478,0.04847666666666667
yandun,28,30,1,common_hourly_clock,8767,3582,1638,255,0.04835333333333334
yandun,28,30,4,native_grid,8767,3582,2729,749,0.103
yandun,28,30,4,common_hourly_clock,8767,3582,1364,395,0.10500000000000001
yandun,28,60,1,native_grid,4384,1708,1582,188,0.04456750000000001
yandun,28,60,1,common_hourly_clock,4384,1708,1582,188,0.04456750000000001
yandun,28,60,4,native_grid,4384,1708,1328,376,0.09266666666666666
yandun,28,60,4,common_hourly_clock,4384,1708,1328,376,0.09266666666666666
yandun,29,15,1,native_grid,17533,7284,6587,1105,0.05887333333333333
yandun,29,15,1,common_hourly_clock,17533,7284,1652,289,0.061383333333333304
yandun,29,15,4,native_grid,17533,7284,5441,1658,0.11186666666666667
yandun,29,15,4,common_hourly_clock,17533,7284,1363,420,0.11133333333333334
yandun,29,30,1,native_grid,8767,3546,3244,510,0.05500000000000001
yandun,29,30,1,common_hourly_clock,8767,3546,1625,268,0.056666666666666664
yandun,29,30,4,native_grid,8767,3546,2695,824,0.1121
yandun,29,30,4,common_hourly_clock,8767,3546,1349,412,0.11152666666666665
yandun,29,60,1,native_grid,4384,1696,1571,210,0.05051
yandun,29,60,1,common_hourly_clock,4384,1696,1571,210,0.05051
yandun,29,60,4,native_grid,4384,1696,1314,392,0.10566666666666667
yandun,29,60,4,common_hourly_clock,4384,1696,1314,392,0.10566666666666667
yandun,30,15,1,native_grid,17533,7147,6564,1071,0.05533333333333333
yandun,30,15,1,common_hourly_clock,17533,7147,1643,270,0.05690666666666667
yandun,30,15,4,native_grid,17533,7147,5460,1665,0.11066666666666666
yandun,30,15,4,common_hourly_clock,17533,7147,1367,419,0.10766000000000002
yandun,30,30,1,native_grid,8767,3502,3241,486,0.053529999999999994
yandun,30,30,1,common_hourly_clock,8767,3502,1622,252,0.05235833333333333
yandun,30,30,4,native_grid,8767,3502,2705,807,0.107
yandun,30,30,4,common_hourly_clock,8767,3502,1355,411,0.10433666666666666
yandun,30,60,1,native_grid,4384,1686,1573,204,0.04801666666666665
yandun,30,60,1,common_hourly_clock,4384,1686,1573,204,0.04801666666666665
yandun,30,60,4,native_grid,4384,1686,1322,413,0.10475000000000001
yandun,30,60,4,common_hourly_clock,4384,1686,1322,413,0.10475000000000001
yandun,31,15,1,native_grid,17437,7139,6529,1109,0.05466666666666667
yandun,31,15,1,common_hourly_clock,17437,7139,1644,283,0.054086666666666665
yandun,31,15,4,native_grid,17437,7139,5412,1696,0.11466666666666667
yandun,31,15,4,common_hourly_clock,17437,7139,1361,424,0.11600000000000002
yandun,31,30,1,native_grid,8719,3493,3214,490,0.05266666666666665
yandun,31,30,1,common_hourly_clock,8719,3493,1618,248,0.05195999999999998
yandun,31,30,4,native_grid,8719,3493,2674,817,0.11166666666666666
yandun,31,30,4,common_hourly_clock,8719,3493,1344,410,0.1097683333333333
yandun,31,60,1,native_grid,4360,1675,1557,200,0.044999999999999984
yandun,31,60,1,common_hourly_clock,4360,1675,1557,200,0.044999999999999984
yandun,31,60,4,native_grid,4360,1675,1304,391,0.10725000000000001
yandun,31,60,4,common_hourly_clock,4360,1675,1304,391,0.10725000000000001
yandun,32,15,1,native_grid,17437,7253,6607,1119,0.05266666666666667
yandun,32,15,1,common_hourly_clock,17437,7253,1653,266,0.05315333333333333
yandun,32,15,4,native_grid,17437,7253,5477,1816,0.10536
yandun,32,15,4,common_hourly_clock,17437,7253,1370,452,0.10466666666666667
yandun,32,30,1,native_grid,8719,3554,3263,514,0.05033333333333334
yandun,32,30,1,common_hourly_clock,8719,3554,1631,257,0.04992000000000002
yandun,32,30,4,native_grid,8719,3554,2714,877,0.10756166666666667
yandun,32,30,4,common_hourly_clock,8719,3554,1353,444,0.10733333333333339
yandun,32,60,1,native_grid,4360,1695,1580,210,0.048336666666666694
