group,site,config_a,config_b,representation,legacy_matched_pairs,legacy_nmi_sklearn,legacy_ari_sklearn,metric_status,stored_pairs,stored_nmi,stored_ari,nmi_abs_diff,ari_abs_diff
hill,hill,adaptive_corridor,endpoint_corridor_0.050,gaf_pca6,4835,0.9670598931865665,0.9835651868243023,VALID,4835,0.9670598931865668,0.9835651868243024,3.3306690738754696e-16,1.1102230246251565e-16
hill,hill,adaptive_corridor,endpoint_corridor_0.050,gaf_signed_pca6,4835,0.9677047208331504,0.983956710928076,VALID,4835,0.967704720833151,0.983956710928076,5.551115123125783e-16,0.0
hill,hill,adaptive_corridor,endpoint_corridor_0.050,event_row_permutation,4835,0.001643789221441126,0.0010540352453427423,VALID,4835,0.0016437892214415,0.0010540352453427,3.7404974950749903e-16,4.228388472693467e-17
hill,hill,adaptive_corridor,endpoint_corridor_0.050,within_event_time_permutation,4835,0.6181782756679453,0.7459023641494169,VALID,4835,0.6181782756679457,0.7459023641494169,4.440892098500626e-16,0.0
hill,hill,adaptive_corridor,endpoint_corridor_0.100,raw25,5634,0.9863167157397436,0.9956728578175068,VALID,5634,0.986316715739744,0.9956728578175068,4.440892098500626e-16,0.0
hill,hill,adaptive_corridor,endpoint_corridor_0.100,statistics9,5634,0.9807732132568718,0.9923967259075159,VALID,5634,0.9807732132568708,0.992396725907516,9.992007221626409e-16,1.1102230246251565e-16
hill,hill,adaptive_corridor,endpoint_corridor_0.100,raw_pca6,5634,0.9843862965249557,0.994948738796717,VALID,5634,0.984386296524956,0.994948738796717,3.3306690738754696e-16,0.0
hill,hill,adaptive_corridor,endpoint_corridor_0.100,gaf_pca6,5634,0.9455690143900327,0.9682667609036041,VALID,5634,0.9455690143900324,0.968266760903604,3.3306690738754696e-16,1.1102230246251565e-16
hill,hill,adaptive_corridor,endpoint_corridor_0.100,gaf_signed_pca6,5634,0.944086039719928,0.9674489636588065,VALID,5634,0.944086039719928,0.9674489636588064,0.0,1.1102230246251565e-16
hill,hill,adaptive_corridor,endpoint_corridor_0.100,event_row_permutation,5634,0.001138541683531514,-0.0021477890015037106,VALID,5634,0.0011385416835319,-0.0021477890015037,3.859759734048396e-16,1.0408340855860843e-17
hill,hill,adaptive_corridor,endpoint_corridor_0.100,within_event_time_permutation,5634,0.6511429833918143,0.7789157886137907,VALID,5634,0.6511429833918143,0.7789157886137907,0.0,0.0
