window_id,site,turbine,stratum,anchor,source,scale,source_clock
M145,pizhou,HRPZ#01(F01),rising_screen,2024-11-12 22:00:00+00:00,data/event_clean_v2/pizhou/HRPZ#01(F01).csv.gz,2681.509338617667,UTC (cleaned source)
M146,pizhou,HRPZ#04(F04),falling_screen,2024-11-23 23:30:00+00:00,data/event_clean_v2/pizhou/HRPZ#04(F04).csv.gz,2681.441928147833,UTC (cleaned source)
M147,pizhou,HRPZ#04(F04),rising_screen,2024-07-26 02:00:00+00:00,data/event_clean_v2/pizhou/HRPZ#04(F04).csv.gz,2681.441928147833,UTC (cleaned source)
M148,sdwpf,114,steady_screen,2021-10-27 00:00:00,data/external_public/sdwpf/sdwpf_2001_2112_full.parquet,1519.5,source clock (timezone not reverified)
M149,sdwpf,91,steady_screen,2021-04-22 04:00:00,data/external_public/sdwpf/sdwpf_2001_2112_full.parquet,1519.49,source clock (timezone not reverified)
M150,greece,WT06,rising_screen,2020-05-04 03:30:00,data/external_samples/greece_smd10towfgr/clean_native/WT06_data.csv.gz,3000.4,source clock (timezone unresolved)
M151,pizhou,HRPZ#04(F04),falling_screen,2024-07-20 01:30:00+00:00,data/event_clean_v2/pizhou/HRPZ#04(F04).csv.gz,2681.441928147833,UTC (cleaned source)
M152,pizhou,HRPZ#03(F03),steady_screen,2024-07-21 17:30:00+00:00,data/event_clean_v2/pizhou/HRPZ#03(F03).csv.gz,2680.920904541667,UTC (cleaned source)
M153,greece,WT01,turning_screen,2020-05-15 04:00:00,data/external_samples/greece_smd10towfgr/clean_native/WT01_data.csv.gz,3000.4,source clock (timezone unresolved)
M154,pizhou,HRPZ#06(F06),steady_screen,2024-09-16 22:00:00+00:00,data/event_clean_v2/pizhou/HRPZ#06(F06).csv.gz,2680.939464558167,UTC (cleaned source)
M155,greece,WT02,random_screen,2020-06-07 13:00:00,data/external_samples/greece_smd10towfgr/clean_native/WT02_data.csv.gz,3000.4,source clock (timezone unresolved)
M156,sdwpf,91,turning_screen,2021-08-27 22:30:00,data/external_public/sdwpf/sdwpf_2001_2112_full.parquet,1519.49,source clock (timezone not reverified)
M157,yandun,10,falling_screen,2024-07-17 05:00:00+00:00,data/event_clean_v2/yandun/10.csv.gz,1531.2428,UTC (cleaned source)
M158,sdwpf,68,random_screen,2021-09-26 21:00:00,data/external_public/sdwpf/sdwpf_2001_2112_full.parquet,1519.5,source clock (timezone not reverified)
M159,greece,WT03,turning_screen,2020-04-29 22:00:00,data/external_samples/greece_smd10towfgr/clean_native/WT03_data.csv.gz,2999.7940000000003,source clock (timezone unresolved)
M160,pizhou,HRPZ#01(F01),falling_screen,2025-01-29 13:00:00+00:00,data/event_clean_v2/pizhou/HRPZ#01(F01).csv.gz,2681.509338617667,UTC (cleaned source)
M161,yandun,10,steady_screen,2024-07-14 13:30:00+00:00,data/event_clean_v2/yandun/10.csv.gz,1531.2428,UTC (cleaned source)
M162,yandun,1,steady_screen,2024-07-11 09:30:00+00:00,data/event_clean_v2/yandun/1.csv.gz,1531.2685,UTC (cleaned source)
M163,sdwpf,1,steady_screen,2021-11-05 04:00:00,data/external_public/sdwpf/sdwpf_2001_2112_full.parquet,1549.82,source clock (timezone not reverified)
M164,sdwpf,68,steady_screen,2021-09-16 03:00:00,data/external_public/sdwpf/sdwpf_2001_2112_full.parquet,1519.5,source clock (timezone not reverified)
M165,pizhou,HRPZ#05(F05),steady_screen,2024-08-27 07:30:00+00:00,data/event_clean_v2/pizhou/HRPZ#05(F05).csv.gz,2681.320462851,UTC (cleaned source)
